parameter,provenance_type,value,unit,crop,region,season,source,source_url,source_year,transformation,assumption,confidence,notes
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pearl_millet,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,chickpea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),chickpea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,chickpea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,chickpea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,chickpea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,pigeon_pea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),pigeon_pea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pigeon_pea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pigeon_pea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,groundnut,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),groundnut,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,groundnut,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,groundnut,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,soybean,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),soybean,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,soybean,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,soybean,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,mustard,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),mustard,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,mustard,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,mustard,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,cotton,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),cotton,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,cotton,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,cotton,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,potato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),potato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,potato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,potato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,onion,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),onion,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,onion,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,onion,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,tomato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),tomato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,tomato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,tomato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
